meteorite_id,class_id,location_id,meteorite_name,mass,fall_type,fall_year
91,91,91,Acfer 082,208.0,Found,1990
92,92,92,Acfer 083,690.0,Found,1990
93,93,93,Acfer 084,6300.0,Found,1990
94,94,94,Acfer 085,293.0,Found,1990
95,95,95,Acfer 086,173.0,Found,1990
96,96,96,Acfer 087,163.0,Found,1990
97,97,97,Acfer 088,200.0,Found,1990
98,98,98,Acfer 089,682.0,Found,1990
99,99,99,Acfer 090,290.0,Found,1990
100,100,100,Acfer 091,3487.0,Found,1990
101,101,101,Acfer 092,244.0,Found,1990
102,102,102,Acfer 093,420.0,Found,1990
103,103,103,Acfer 094,82.0,Found,1990
104,104,104,Acfer 095,104.0,Found,1990
105,105,105,Acfer 096,572.0,Found,1990
106,106,106,Acfer 097,63.0,Found,1990
107,107,107,Acfer 098,5500.0,Found,1990
108,108,108,Acfer 099,313.0,Found,1990
109,109,109,Acfer 100,140.0,Found,1990
110,110,110,Acfer 101,452.0,Found,1990
111,111,111,Acfer 102,346.0,Found,1990
112,112,112,Acfer 103,665.0,Found,1990
113,113,113,Acfer 104,992.0,Found,1990
114,114,114,Acfer 105,392.0,Found,1990
115,115,115,Acfer 106,1390.0,Found,1990
116,116,116,Acfer 107,105.0,Found,1990
117,117,117,Acfer 108,828.0,Found,1990
118,118,118,Acfer 109,236.0,Found,1990
119,119,119,Acfer 110,107.0,Found,1990
120,120,120,Acfer 111,987.0,Found,1990
121,121,121,Acfer 112,216.0,Found,1990
122,122,122,Acfer 113,2906.0,Found,1990
123,123,123,Acfer 114,43.0,Found,1990
124,124,124,Acfer 115,287.0,Found,1990
125,125,125,Acfer 116,345.0,Found,1990
126,126,126,Acfer 117,178.0,Found,1990
127,127,127,Acfer 118,752.0,Found,1990
128,128,128,Acfer 119,121.0,Found,1990
129,129,129,Acfer 120,861.0,Found,1990
130,130,130,Acfer 121,427.0,Found,1990
131,131,131,Acfer 122,235.0,Found,1990
132,132,132,Acfer 123,452.0,Found,1990
133,133,133,Acfer 124,542.0,Found,1990
134,134,134,Acfer 125,3380.0,Found,1990
135,135,135,Acfer 126,280.0,Found,1990
136,136,136,Acfer 127,699.0,Found,1990
137,137,137,Acfer 128,163.0,Found,1990
138,138,138,Acfer 129,162.0,Found,1990
139,139,139,Acfer 130,400.0,Found,1990
140,140,140,Acfer 131,171.0,Found,1990
141,141,141,Acfer 132,1621.0,Found,1990
142,142,142,Acfer 133,362.0,Found,1990
143,143,143,Acfer 134,1161.0,Found,1990
144,144,144,Acfer 135,124.0,Found,1990
145,145,145,Acfer 136,324.0,Found,1990
146,146,146,Acfer 137,106.0,Found,1990
147,147,147,Acfer 138,941.0,Found,1990
148,148,148,Acfer 139,143.0,Found,1990
149,149,149,Acfer 140,171.0,Found,1990
150,150,150,Acfer 141,58.0,Found,1990
151,151,151,Acfer 142,91.0,Found,1990
152,152,152,Acfer 143,417.0,Found,1990
153,153,153,Acfer 144,186.0,Found,1990
154,154,154,Acfer 145,869.0,Found,1990
155,155,155,Acfer 146,200.0,Found,1990
156,156,156,Acfer 147,140.0,Found,1990
157,157,157,Acfer 148,157.0,Found,1990
158,158,158,Acfer 149,394.0,Found,1990
159,159,159,Acfer 150,251.0,Found,1990
160,160,160,Acfer 151,218.0,Found,1990
161,161,161,Acfer 152,157.0,Found,1990
162,162,162,Acfer 153,211.0,Found,1990
163,163,163,Acfer 154,95.0,Found,1990
164,164,164,Acfer 155,206.0,Found,1990
165,165,165,Acfer 156,240.0,Found,1990
166,166,166,Acfer 157,1072.0,Found,1990
167,167,167,Acfer 158,422.0,Found,1990
168,168,168,Acfer 159,123.0,Found,1990
169,169,169,Acfer 160,433.0,Found,1990
170,170,170,Acfer 161,604.0,Found,1990
171,171,171,Acfer 162,1281.0,Found,1990
172,172,172,Acfer 163,125.0,Found,1990
173,173,173,Acfer 164,43.0,Found,1990
174,174,174,Acfer 165,84.0,Found,1990
175,175,175,Acfer 166,2476.0,Found,1990
176,176,176,Acfer 167,157.0,Found,1990
177,177,177,Acfer 168,211.0,Found,1990
178,178,178,Acfer 169,559.0,Found,1990
179,179,179,Acfer 171,313.0,Found,1990
180,180,180,Acfer 172,766.0,Found,1990
181,181,181,Acfer 173,262.0,Found,1990
182,182,182,Acfer 174,127.0,Found,1990
183,183,183,Acfer 175,153.0,Found,1990
184,184,184,Acfer 176,320.0,Found,1990
185,185,185,Acfer 177,721.0,Found,1990
186,186,186,Acfer 178,488.0,Found,1990
187,187,187,Acfer 179,163.0,Found,1990
188,188,188,Acfer 180,103.0,Found,1990
189,189,189,Acfer 181,245.0,Found,1990
190,190,190,Acfer 182,166.0,Found,1990
191,191,191,Acfer 183,114.0,Found,1990
192,192,192,Acfer 184,311.0,Found,1990
193,193,193,Acfer 185,109.0,Found,1990
194,194,194,Acfer 186,315.0,Found,1990
195,195,195,Acfer 187,234.0,Found,1990
196,196,196,Acfer 188,252.0,Found,1990
197,197,197,Acfer 189,53.0,Found,1990
198,198,198,Acfer 190,4439.0,Found,1990
199,199,199,Acfer 191,188.0,Found,1990
200,200,200,Acfer 192,219.0,Found,1990
201,201,201,Acfer 193,157.0,Found,1990
202,202,202,Acfer 194,361.0,Found,1991
203,203,203,Acfer 195,233.0,Found,1991
204,204,204,Acfer 196,29.0,Found,1991
205,205,205,Acfer 197,115.0,Found,1991
206,206,206,Acfer 198,267.0,Found,1991
207,207,207,Acfer 199,215.0,Found,1991
208,208,208,Acfer 200,1301.0,Found,1991
209,209,209,Acfer 201,55.0,Found,1991
210,210,210,Acfer 202,389.0,Found,1991
211,211,211,Acfer 203,292.0,Found,1991
212,212,212,Acfer 204,64.0,Found,1991
213,213,213,Acfer 205,746.0,Found,1991
214,214,214,Acfer 206,1229.0,Found,1991
215,215,215,Acfer 207,105.0,Found,1991
216,216,216,Acfer 208,510.0,Found,1991
217,217,217,Acfer 209,475.0,Found,1991
218,218,218,Acfer 210,720.0,Found,1991
219,219,219,Acfer 211,1009.0,Found,1991
220,220,220,Acfer 212,1340.0,Found,1991
221,221,221,Acfer 213,526.0,Found,1991
222,222,222,Acfer 214,612.0,Found,1991
223,223,223,Acfer 215,107.0,Found,1991
224,224,224,Acfer 216,293.0,Found,1991
225,225,225,Acfer 217,174.0,Found,1991
226,226,226,Acfer 218,114.0,Found,1991
227,227,227,Acfer 219,2611.0,Found,1991
228,228,228,Acfer 220,117.0,Found,1991
229,229,229,Acfer 221,812.0,Found,1991
230,230,230,Acfer 222,334.0,Found,1991
231,231,231,Acfer 223,1398.0,Found,1991
232,232,232,Acfer 224,85.0,Found,1991
233,233,233,Acfer 225,255.0,Found,1991
234,234,234,Acfer 226,221.0,Found,1991
235,235,235,Acfer 227,78.0,Found,1991
236,236,236,Acfer 228,2285.0,Found,1991
237,237,237,Acfer 229,325.0,Found,1991
238,238,238,Acfer 230,69.0,Found,1991
239,239,239,Acfer 231,218.0,Found,1991
240,240,240,Acfer 232,725.0,Found,1991
241,241,241,Acfer 233,242.0,Found,1991
242,242,242,Acfer 234,621.0,Found,1991
243,243,243,Acfer 235,461.0,Found,1991
244,244,244,Acfer 236,81.0,Found,1991
245,245,245,Acfer 237,673.0,Found,1991
246,246,246,Acfer 238,311.0,Found,1991
247,247,247,Acfer 239,160.0,Found,1991
248,248,248,Acfer 240,342.0,Found,1991
249,249,249,Acfer 241,86.0,Found,1991
250,250,250,Acfer 242,318.0,Found,1991
252,252,252,Acfer 244,2045.0,Found,1991
253,253,253,Acfer 245,75.0,Found,1991
254,254,254,Acfer 246,923.0,Found,1991
255,255,255,Acfer 247,60.0,Found,1991
256,256,256,Acfer 248,402.0,Found,1991
257,257,257,Acfer 249,99.0,Found,1991
258,258,258,Acfer 250,382.0,Found,1991
259,259,259,Acfer 251,202.0,Found,1991
260,260,260,Acfer 252,146.0,Found,1991
261,261,261,Acfer 253,47.0,Found,1991
262,262,262,Acfer 254,99.0,Found,1991
263,263,263,Acfer 255,124.0,Found,1991
264,264,264,Acfer 256,235.0,Found,1991
265,265,265,Acfer 257,75.0,Found,1991
266,266,266,Acfer 258,212.0,Found,1991
267,267,267,Acfer 259,114.0,Found,1991
268,268,268,Acfer 260,177.0,Found,1991
269,269,269,Acfer 261,73.0,Found,1991
270,270,270,Acfer 262,92.0,Found,1991
271,271,271,Acfer 263,438.0,Found,1991
272,272,272,Acfer 264,243.0,Found,1991
273,273,273,Acfer 265,83.0,Found,1991
274,274,274,Acfer 266,518.0,Found,1991
275,275,275,Acfer 267,229.0,Found,1991
276,276,276,Acfer 268,764.0,Found,1991
277,277,277,Acfer 269,276.0,Found,1991
278,278,278,Acfer 270,298.0,Found,1991
279,279,279,Acfer 271,237.0,Found,1991
280,280,280,Acfer 272,63.0,Found,1991
281,281,281,Acfer 273,2110.0,Found,1991
282,282,282,Acfer 274,203.0,Found,1991
283,283,283,Acfer 275,429.0,Found,1991
284,284,284,Acfer 276,99.0,Found,1991
285,285,285,Acfer 277,41.0,Found,1991
286,286,286,Acfer 278,72.0,Found,1991
287,287,287,Acfer 279,96.0,Found,1991
288,288,288,Acfer 280,177.0,Found,1991
289,289,289,Acfer 281,165.0,Found,1991
290,290,290,Acfer 282,67.0,Found,1991
291,291,291,Acfer 283,187.0,Found,1991
292,292,292,Acfer 284,120.0,Found,1991
293,293,293,Acfer 285,69.0,Found,1991
294,294,294,Acfer 286,407.0,Found,1991
295,295,295,Acfer 287,59.0,Found,1992
296,296,296,Acfer 288,55.0,Found,1992
297,297,297,Acfer 289,76.0,Found,1992
298,298,298,Acfer 290,213.0,Found,1992
299,299,299,Acfer 291,261.0,Found,1992
300,300,300,Acfer 292,432.0,Found,1992
301,301,301,Acfer 293,198.0,Found,1992
302,302,302,Acfer 294,457.0,Found,1992
303,303,303,Acfer 295,217.0,Found,1992
304,304,304,Acfer 296,121.0,Found,1992
305,305,305,Acfer 297,43.0,Found,1992
306,306,306,Acfer 298,2000.0,Found,1992
307,307,307,Acfer 299,180.0,Found,1992
308,308,308,Acfer 300,270.0,Found,1992
309,309,309,Acfer 301,162.0,Found,1992
310,310,310,Acfer 302,95.0,Found,1992
311,311,311,Acfer 303,83.0,Found,1992
312,312,312,Acfer 304,60.0,Found,1992
313,313,313,Acfer 305,369.0,Found,1992
314,314,314,Acfer 306,129.0,Found,1992
315,315,315,Acfer 307,520.0,Found,1992
316,316,316,Acfer 308,74.0,Found,1992
317,317,317,Acfer 309,185.0,Found,1992
318,318,318,Acfer 310,169.0,Found,1992
319,319,319,Acfer 311,120.0,Found,1992
320,320,320,Acfer 312,364.0,Found,1992
321,321,321,Acfer 313,78.0,Found,1992
322,322,322,Acfer 314,169.0,Found,1992
323,323,323,Acfer 315,506.0,Found,1992
324,324,324,Acfer 316,126.0,Found,1992
325,325,325,Acfer 317,878.0,Found,1992
326,326,326,Acfer 318,292.0,Found,1992
327,327,327,Acfer 319,2393.0,Found,1992
328,328,328,Acfer 320,167.0,Found,1992
329,329,329,Acfer 321,157.0,Found,2001
330,330,330,Acfer 322,25.0,Found,2001
331,331,331,Acfer 323,117.0,Found,2001
332,332,332,Acfer 325,32.0,Found,1989
333,333,333,Acfer 326,139.0,Found,1989
334,334,334,Acfer 327,745.22,Found,2001
335,335,335,Acfer 328,180.07,Found,2001
336,336,336,Acfer 329,30000.0,Found,2001
337,337,337,Acfer 330,490.0,Found,2001
338,338,338,Acfer 331,750.0,Found,2001
339,339,339,Acfer 332,115.02,Found,2001
340,340,340,Acfer 333,489.0,Found,2001
341,341,341,Acfer 334,211.25,Found,2002
342,342,342,Acfer 335,261.0,Found,2002
343,343,343,Acfer 336,19400.0,Found,2002
344,344,344,Acfer 337,360.0,Found,2002
345,345,345,Acfer 338,377.6,Found,2002
346,346,346,Acfer 339,400.0,Found,2002
347,347,347,Acfer 340,173.15,Found,2002
348,348,348,Acfer 342,1276.0,Found,2002
349,349,349,Acfer 343,140.0,Found,2002
350,350,350,Acfer 344,410.0,Found,2002
351,351,351,Acfer 345,53.0,Found,2002
352,352,352,Acfer 346,546.0,Found,2002
353,353,353,Acfer 347,1165.0,Found,2001
354,354,354,Acfer 348,8750.0,Found,2001
355,355,355,Acfer 349,298.0,Found,2001
356,356,356,Acfer 350,128.0,Found,2001
357,357,357,Acfer 351,211.0,Found,2001
358,358,358,Acfer 352,873.0,Found,2001
359,359,359,Acfer 353,11935.0,Found,2001
360,360,360,Acfer 354,252.0,Found,2001
361,361,361,Acfer 355,161.0,Found,2002
362,362,362,Acfer 356,120.0,Found,2002
363,363,363,Acfer 357,62.0,Found,2001
364,364,364,Acfer 358,70.0,Found,2002
365,365,365,Acfer 359,67.0,Found,2002
366,366,366,Acfer 361,138.0,Found,2002
367,367,367,Acfer 362,242.8,Found,2002
368,368,368,Acfer 363,389.9,Found,2002
369,369,369,Achilles,16000.0,Found,1924
370,370,370,Achiras,780.0,Fell,1902
371,371,371,Acme,75000.0,Found,1947
372,372,372,Acomita,3956.0,Found,1962
373,373,373,Acuña,217700.0,Found,1981
374,374,374,Adalia,1.0,Found,1883
375,375,375,Adams County,5700.0,Found,1928
376,376,376,ad-Dahbubah,90000.0,Found,1961
378,378,378,Adelie Land,1000.0,Found,1912
379,379,379,Adhi Kot,4239.0,Fell,1919
380,380,380,Admire,180000.0,Found,1881
381,381,381,Adrar 001,1917.0,Found,1990
382,382,382,Adrar 002,407.0,Found,1990
383,383,383,Adrar 003,287.0,Found,1990
384,384,384,Adrar Bous,360.0,Found,2001
385,385,385,Adrar Madet,1113.0,Found,1997
386,386,386,Adrar Madet 002,2200.0,Found,2002
387,387,387,Adrar Yaouelt,2730.0,Found,2002
388,388,388,Adrian,22600.0,Found,1936
389,389,389,Adzhi-Bogdo (iron),582000.0,Found,1952
390,390,390,Adzhi-Bogdo (stone),910.0,Fell,1949
392,392,392,Agen,30000.0,Fell,1814
393,393,393,Aggie Creek,43000.0,Found,1942
395,395,395,Agoult,82.0,Found,2000
397,397,397,Agua Blanca,49000.0,Found,1938
398,398,398,Aguada,1620.0,Fell,1930
399,399,399,Aguas Calientes,260.1,Found,1971
400,400,400,Aguemour 001,896.0,Found,1990
401,401,401,Aguemour 002,236.0,Found,1990
402,402,402,Aguemour 003,809.0,Found,1990
403,403,403,Aguemour 004,1137.0,Found,1990
404,404,404,Aguemour 005,859.0,Found,1991
405,405,405,Aguemour 006,435.0,Found,1992
406,406,406,Aguemour 007,334.0,Found,1992
407,407,407,Aguemour 008,79.0,Found,1992
408,408,408,Aguemour 009,1446.0,Found,1992
409,409,409,Aguemour 010,367.0,Found,1993
410,410,410,Aguemour 011,207.0,Found,1993
411,411,411,Aguemour 012,347.0,Found,1993
412,412,412,Aguemour 013,364.0,Found,1993
413,413,413,Aguemour 014,167.0,Found,1993
414,414,414,Aguemour 015,1106.0,Found,1993
415,415,415,Aguemour 016,177.0,Found,1993
416,416,416,Aguemour 017,1000.0,Found,2001
417,417,417,Aguila Blanca,1440.0,Fell,1920
419,419,419,Ahumada,52600.0,Found,1909
421,421,421,Aiken,956.0,Found,1936
422,422,422,Ainsworth,80650.0,Found,1907
423,423,423,Aioun el Atrouss,1000.0,Fell,1974
424,424,424,Aïr,24000.0,Fell,1925
426,426,426,Akaba,779.0,Fell,1949
427,427,427,Akbarpur,1800.0,Fell,1838
428,428,428,Akhricha,1760.0,Found,1968
429,429,429,Akmolla,114.0,Found,1988
430,430,430,Akron (1940),1050.0,Found,1940
431,431,431,Akron (1961),4000.0,Found,1961
432,432,432,Akwanga,3000.0,Fell,1959
433,433,433,Akyumak,50000.0,Fell,1981
434,434,434,Al Huqf 001,41.5,Found,2000
435,435,435,Al Huqf 002,81.4,Found,2000
436,436,436,Al Huqf 003,115.42,Found,2002
437,437,437,Al Huqf 004,260.22,Found,2002
438,438,438,Al Huqf 005,763.29,Found,2002
439,439,439,Al Huqf 006,1861.21,Found,2002
440,440,440,Al Huqf 007,1042.7,Found,2002
441,441,441,Al Huqf 008,1074.3,Found,2002
442,442,442,Al Huqf 009,39.83,Found,2002
443,443,443,Al Huqf 010,41539.3,Found,2002
444,444,444,Al Huqf 011,8056.0,Found,2002
445,445,445,Al Huqf 012,402.75,Found,2003
446,446,446,Al Rais,160.0,Fell,1957
447,447,447,Al Zarnkh,700.0,Fell,2001
448,448,448,Alais,6000.0,Fell,1806
449,449,449,Alamogordo,13600.0,Found,1938
450,450,450,Alamosa,1800.0,Found,1937
452,452,452,Alatage,37500.0,Found,1959
453,453,453,Albareto,2000.0,Fell,1766
454,454,454,Alberta,625.0,Fell,1949
455,455,455,Albin (pallasite),37600.0,Found,1915
456,456,456,Albin (stone),15400.0,Found,1949
457,457,457,Albion,12280.0,Found,1966
458,458,458,Alby sur Chéran,252.0,Fell,2002
459,459,459,Aldama (a),11000.0,Found,1985
460,460,460,Aldama (b),66.5,Found,1996
461,461,461,Aldsworth,700.0,Fell,1835
462,462,462,Aleppo,3200.0,Fell,1873
463,463,463,Alessandria,908.0,Fell,1860
464,464,464,Alexander County,192.0,Found,1875
465,465,465,Alexandrovsky,9251.0,Fell,1900
466,466,466,Alfianello,228000.0,Fell,1883
467,467,467,Algarrobo,1280.0,Found,1959
468,468,468,al-Ghanim (iron),500.0,Found,1960
469,469,469,al-Ghanim (stone),3755.0,Found,1960
470,470,470,Algoma,4100.0,Found,1887
471,471,471,Alikatnima,20000.0,Found,1931
472,472,472,Aliskerovo,58400.0,Found,1977
473,473,473,al-Jimshan,11450.0,Found,1955
474,474,474,Alkali,30.47,Found,1998
475,475,475,Alkhamasin,1200000.0,Found,1973
476,476,476,Allan Hills 82100,24.3,Found,1982
477,477,477,Allan Hills 82101,29.1,Found,1982
478,478,478,Allan Hills 82102,48.1,Found,1982
479,479,479,Allan Hills 82103,2529.2,Found,1982
480,480,480,Allan Hills 82104,398.8,Found,1982
481,481,481,Allan Hills 82105,363.3,Found,1982
482,482,482,Allan Hills 82106,35.1,Found,1982
483,483,483,Allan Hills 82107,9.2,Found,1982
484,484,484,Allan Hills 82108,13.5,Found,1982
485,485,485,Allan Hills 82109,47.2,Found,1982
486,486,486,Allan Hills 82110,39.3,Found,1982
487,487,487,Allan Hills 82111,63.0,Found,1982
488,488,488,Allan Hills 82112,28.3,Found,1982
489,489,489,Allan Hills 82113,61.2,Found,1982
490,490,490,Allan Hills 82114,40.7,Found,1982
491,491,491,Allan Hills 82115,48.5,Found,1982
492,492,492,Allan Hills 82116,18.4,Found,1982
493,493,493,Allan Hills 82117,4.2,Found,1982
494,494,494,Allan Hills 82118,110.9,Found,1982
495,495,495,Allan Hills 82119,23.9,Found,1982
496,496,496,Allan Hills 82120,7.2,Found,1982
497,497,497,Allan Hills 82121,2.4,Found,1982
498,498,498,Allan Hills 82122,142.0,Found,1982
499,499,499,Allan Hills 82123,110.8,Found,1982
500,500,500,Allan Hills 82124,25.8,Found,1982
501,501,501,Allan Hills 82125,178.4,Found,1982
502,502,502,Allan Hills 82126,139.9,Found,1982
503,503,503,Allan Hills 82127,5.1,Found,1982
504,504,504,Allan Hills 82128,15.2,Found,1982
505,505,505,Allan Hills 82129,14.1,Found,1982
506,506,506,Allan Hills 82130,44.6,Found,1982
507,507,507,Allan Hills 82131,1.0,Found,1982
508,508,508,Allan Hills 82132,5.9,Found,1982
509,509,509,Allan Hills 82133,19.7,Found,1982
510,510,510,Allan Hills 82134,28.2,Found,1982
511,511,511,Allan Hills 82135,12.1,Found,1982
512,512,512,Allan Hills 82136,4.3,Found,1982
513,513,513,Allan Hills 82137,10.8,Found,1982
514,514,514,Allan Hills 82138,5.0,Found,1982
515,515,515,Allan Hills 82139,0.2,Found,1982
516,516,516,Allan Hills 82140,0.3,Found,1982
517,517,517,Allan Hills 82141,0.6,Found,1982
518,518,518,Allan Hills 82142,20.0,Found,1982
519,519,519,Allan Hills 82143,3.5,Found,1982
520,520,520,Allan Hills 82144,7.3,Found,1982
521,521,521,Allan Hills 83001,1568.6,Found,1983
522,522,522,Allan Hills 83002,367.1,Found,1983
523,523,523,Allan Hills 83003,321.8,Found,1983
524,524,524,Allan Hills 83004,813.9,Found,1983
525,525,525,Allan Hills 83005,227.9,Found,1983
526,526,526,Allan Hills 83006,230.2,Found,1983
527,527,527,Allan Hills 83007,285.0,Found,1983
528,528,528,Allan Hills 83008,272.0,Found,1983
529,529,529,Allan Hills 83009,1.7,Found,1983
530,530,530,Allan Hills 83010,395.2,Found,1983
531,531,531,Allan Hills 83011,213.3,Found,1983
532,532,532,Allan Hills 83012,202.7,Found,1983
533,533,533,Allan Hills 83013,246.3,Found,1983
534,534,534,Allan Hills 83014,1.3,Found,1983
535,535,535,Allan Hills 83015,3.1,Found,1983
536,536,536,Allan Hills 83016,4.1,Found,1983
537,537,537,Allan Hills 83017,0.6,Found,1983
538,538,538,Allan Hills 83018,3.7,Found,1983
539,539,539,Allan Hills 83019,2.6,Found,1983
540,540,540,Allan Hills 83020,2.9,Found,1983
541,541,541,Allan Hills 83021,42.4,Found,1983
542,542,542,Allan Hills 83022,5.4,Found,1983
543,543,543,Allan Hills 83023,4.2,Found,1983
544,544,544,Allan Hills 83024,6.2,Found,1983
545,545,545,Allan Hills 83025,77.8,Found,1983
546,546,546,Allan Hills 83026,0.1,Found,1983
547,547,547,Allan Hills 83027,2.7,Found,1983
548,548,548,Allan Hills 83028,16.0,Found,1983
549,549,549,Allan Hills 83029,96.2,Found,1983
550,550,550,Allan Hills 83030,48.7,Found,1983
551,551,551,Allan Hills 83031,10.4,Found,1983
552,552,552,Allan Hills 83032,2.9,Found,1983
553,553,553,Allan Hills 83033,20.7,Found,1983
554,554,554,Allan Hills 83034,6.5,Found,1983
555,555,555,Allan Hills 83035,1.2,Found,1983
556,556,556,Allan Hills 83036,24.3,Found,1983
557,557,557,Allan Hills 83037,2.5,Found,1983
558,558,558,Allan Hills 83038,86.5,Found,1983
559,559,559,Allan Hills 83039,6.3,Found,1983
560,560,560,Allan Hills 83040,77.9,Found,1983
561,561,561,Allan Hills 83041,0.3,Found,1983
562,562,562,Allan Hills 83042,0.5,Found,1983
563,563,563,Allan Hills 83043,2.7,Found,1983
564,564,564,Allan Hills 83044,4.8,Found,1983
565,565,565,Allan Hills 83045,1.6,Found,1983
566,566,566,Allan Hills 83046,32.9,Found,1983
567,567,567,Allan Hills 83047,20.0,Found,1983
568,568,568,Allan Hills 83048,2.3,Found,1983
569,569,569,Allan Hills 83049,6.1,Found,1983
570,570,570,Allan Hills 83050,9.7,Found,1983
571,571,571,Allan Hills 83051,16.5,Found,1983
572,572,572,Allan Hills 83052,52.8,Found,1983
573,573,573,Allan Hills 83053,63.2,Found,1983
574,574,574,Allan Hills 83054,16.8,Found,1983
575,575,575,Allan Hills 83055,18.4,Found,1983
576,576,576,Allan Hills 83056,1.4,Found,1983
577,577,577,Allan Hills 83057,62.9,Found,1983
578,578,578,Allan Hills 83058,29.2,Found,1983
579,579,579,Allan Hills 83059,3.5,Found,1983
580,580,580,Allan Hills 83060,8.8,Found,1983
581,581,581,Allan Hills 83061,33.6,Found,1983
582,582,582,Allan Hills 83062,76.9,Found,1983
583,583,583,Allan Hills 83063,16.9,Found,1983
584,584,584,Allan Hills 83064,12.4,Found,1983
585,585,585,Allan Hills 83065,53.6,Found,1983
586,586,586,Allan Hills 83066,45.9,Found,1983
587,587,587,Allan Hills 83067,95.8,Found,1983
588,588,588,Allan Hills 83068,0.8,Found,1983
589,589,589,Allan Hills 83069,78.2,Found,1983
590,590,590,Allan Hills 83070,215.7,Found,1983
591,591,591,Allan Hills 83071,4.9,Found,1983
592,592,592,Allan Hills 83072,1.6,Found,1983
593,593,593,Allan Hills 83073,49.2,Found,1983
